Tournament,Stage,Match Type,Map,Agent,Pick Rate
Valorant Champions 2024,Playoffs,Upper Final,Abyss,yoru,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,omen,1.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,sova,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,jett,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,kayo,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,breach,1.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,viper,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,cypher,0.5
Valorant Champions 2024,Playoffs,Upper Final,Lotus,fade,1.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,harbor,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,killjoy,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,raze,0.5
Valorant Champions 2024,Playoffs,Upper Final,Lotus,neon,0.5
Valorant Champions 2024,Playoffs,Upper Final,Lotus,astra,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,clove,0.5
Valorant Champions 2024,Playoffs,Upper Final,Lotus,iso,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,gekko,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,deadlock,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,phoenix,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,reyna,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,sage,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,skye,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,chamber,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,brimstone,0.0
Valorant Champions 2024,Playoffs,Upper Final,Lotus,yoru,0.0
Valorant Champions 2024,Playoffs,Grand Final,All Maps,omen,0.7
Valorant Champions 2024,Playoffs,Grand Final,All Maps,sova,0.6
Valorant Champions 2024,Playoffs,Grand Final,All Maps,cypher,0.5
Valorant Champions 2024,Playoffs,Grand Final,All Maps,raze,0.4
Valorant Champions 2024,Playoffs,Grand Final,All Maps,fade,0.4
Valorant Champions 2024,Playoffs,Grand Final,All Maps,neon,0.4
Valorant Champions 2024,Playoffs,Grand Final,All Maps,kayo,0.3
Valorant Champions 2024,Playoffs,Grand Final,All Maps,breach,0.3
Valorant Champions 2024,Playoffs,Grand Final,All Maps,viper,0.3
Valorant Champions 2024,Playoffs,Grand Final,All Maps,gekko,0.3
Valorant Champions 2024,Playoffs,Grand Final,All Maps,astra,0.2
Valorant Champions 2024,Playoffs,Grand Final,All Maps,jett,0.2
Valorant Champions 2024,Playoffs,Grand Final,All Maps,brimstone,0.2
Valorant Champions 2024,Playoffs,Grand Final,All Maps,killjoy,0.1
Valorant Champions 2024,Playoffs,Grand Final,All Maps,clove,0.1
Valorant Champions 2024,Playoffs,Grand Final,All Maps,iso,0.0
Valorant Champions 2024,Playoffs,Grand Final,All Maps,harbor,0.0
Valorant Champions 2024,Playoffs,Grand Final,All Maps,deadlock,0.0
Valorant Champions 2024,Playoffs,Grand Final,All Maps,phoenix,0.0
Valorant Champions 2024,Playoffs,Grand Final,All Maps,reyna,0.0
Valorant Champions 2024,Playoffs,Grand Final,All Maps,sage,0.0
Valorant Champions 2024,Playoffs,Grand Final,All Maps,skye,0.0
Valorant Champions 2024,Playoffs,Grand Final,All Maps,chamber,0.0
Valorant Champions 2024,Playoffs,Grand Final,All Maps,yoru,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,omen,0.5
Valorant Champions 2024,Playoffs,Grand Final,Abyss,sova,1.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,cypher,0.5
Valorant Champions 2024,Playoffs,Grand Final,Abyss,raze,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,fade,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,neon,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,kayo,0.5
Valorant Champions 2024,Playoffs,Grand Final,Abyss,breach,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,viper,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,gekko,0.5
Valorant Champions 2024,Playoffs,Grand Final,Abyss,astra,1.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,jett,1.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,brimstone,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,killjoy,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,clove,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,iso,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,harbor,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,deadlock,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,phoenix,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,reyna,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,sage,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,skye,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,chamber,0.0
Valorant Champions 2024,Playoffs,Grand Final,Abyss,yoru,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,omen,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,sova,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,cypher,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,raze,1.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,fade,1.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,neon,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,kayo,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,breach,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,viper,1.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,gekko,1.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,astra,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,jett,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,brimstone,1.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,killjoy,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,clove,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,iso,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,harbor,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,deadlock,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,phoenix,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,reyna,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,sage,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,skye,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,chamber,0.0
Valorant Champions 2024,Playoffs,Grand Final,Bind,yoru,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,omen,1.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,sova,1.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,cypher,1.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,raze,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,fade,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,neon,1.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,kayo,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,breach,1.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,viper,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,gekko,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,astra,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,jett,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,brimstone,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,killjoy,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,clove,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,iso,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,harbor,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,deadlock,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,phoenix,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,reyna,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,sage,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,skye,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,chamber,0.0
Valorant Champions 2024,Playoffs,Grand Final,Haven,yoru,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,omen,1.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,sova,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,cypher,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,raze,0.5
Valorant Champions 2024,Playoffs,Grand Final,Lotus,fade,1.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,neon,0.5
Valorant Champions 2024,Playoffs,Grand Final,Lotus,kayo,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,breach,0.5
Valorant Champions 2024,Playoffs,Grand Final,Lotus,viper,0.5
Valorant Champions 2024,Playoffs,Grand Final,Lotus,gekko,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,astra,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,jett,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,brimstone,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,killjoy,0.5
Valorant Champions 2024,Playoffs,Grand Final,Lotus,clove,0.5
Valorant Champions 2024,Playoffs,Grand Final,Lotus,iso,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,harbor,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,deadlock,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,phoenix,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,reyna,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,sage,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,skye,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,chamber,0.0
Valorant Champions 2024,Playoffs,Grand Final,Lotus,yoru,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,omen,1.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,sova,1.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,cypher,1.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,raze,0.5
Valorant Champions 2024,Playoffs,Grand Final,Sunset,fade,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,neon,0.5
Valorant Champions 2024,Playoffs,Grand Final,Sunset,kayo,1.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,breach,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,viper,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,gekko,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,astra,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,jett,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,brimstone,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,killjoy,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,clove,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,iso,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,harbor,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,deadlock,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,phoenix,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,reyna,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,sage,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,skye,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,chamber,0.0
Valorant Champions 2024,Playoffs,Grand Final,Sunset,yoru,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,omen,0.63
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,viper,0.63
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,sova,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,raze,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,cypher,0.38
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,fade,0.38
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,astra,0.25
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,jett,0.25
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,killjoy,0.25
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,kayo,0.25
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,gekko,0.25
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,yoru,0.25
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,iso,0.13
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,skye,0.13
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,chamber,0.13
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,brimstone,0.13
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,harbor,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,breach,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,neon,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,deadlock,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,phoenix,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,clove,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,reyna,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,All Maps,sage,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,omen,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,viper,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,sova,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,raze,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,cypher,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,fade,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,astra,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,jett,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,killjoy,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,kayo,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,gekko,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,yoru,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,iso,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,skye,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,chamber,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,brimstone,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,harbor,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,breach,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,neon,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,deadlock,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,phoenix,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,clove,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,reyna,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Abyss,sage,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,omen,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,viper,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,sova,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,raze,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,cypher,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,fade,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,astra,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,jett,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,killjoy,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,kayo,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,gekko,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,yoru,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,iso,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,skye,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,chamber,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,brimstone,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,harbor,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,breach,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,neon,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,deadlock,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,phoenix,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,clove,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,reyna,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Bind,sage,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,omen,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,viper,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,sova,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,raze,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,cypher,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,fade,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,astra,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,jett,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,killjoy,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,kayo,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,gekko,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,yoru,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,iso,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,skye,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,chamber,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,brimstone,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,harbor,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,breach,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,neon,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,deadlock,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,phoenix,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,clove,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,reyna,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Haven,sage,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,omen,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,viper,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,sova,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,raze,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,cypher,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,fade,1.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,astra,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,jett,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,killjoy,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,kayo,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,gekko,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,yoru,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,iso,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,skye,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,chamber,0.5
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,brimstone,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,harbor,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,breach,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,neon,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,deadlock,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,phoenix,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,clove,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,reyna,0.0
Valorant Champions 2024,Playoffs,Lower Round 1,Lotus,sage,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,sova,0.58
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,raze,0.58
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,viper,0.5
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,cypher,0.5
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,omen,0.5
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,gekko,0.42
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,kayo,0.33
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,fade,0.33
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,killjoy,0.33
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,jett,0.25
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,astra,0.25
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,breach,0.17
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,neon,0.17
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,brimstone,0.08
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,iso,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,harbor,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,deadlock,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,phoenix,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,clove,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,reyna,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,sage,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,skye,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,chamber,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,All Maps,yoru,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,sova,0.75
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,raze,0.75
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,viper,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,cypher,1.0
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,omen,0.75
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,gekko,0.25
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,kayo,0.5
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,fade,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,killjoy,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,jett,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,astra,0.25
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,breach,0.5
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,neon,0.25
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,brimstone,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,iso,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,harbor,0.0
Valorant Champions 2024,Playoffs,Lower Round 2,Sunset,deadlock,0.0
